"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 24 10:26:24 AST 2023","Sun Sep 24 10:26:24 AST 2023","28","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","verifyThatTopNavbarIsDisplayed","verifyThatTopNavbarIsDisplayed",""
"passed","Sun Sep 24 10:27:33 AST 2023","Sun Sep 24 10:27:33 AST 2023","11","Practice Suite","Specialists Page Test","SpecialistsPageTest","SpecialistsPageTest","verifyContactNowButtonOpensSpecialistsPage","verifyContactNowButtonOpensSpecialistsPage",""
"passed","Sun Sep 24 10:27:01 AST 2023","Sun Sep 24 10:27:01 AST 2023","18","Practice Suite","Home Page Test","HomePageTest.HeroSectionTest","HomePageTest.HeroSectionTest","verifyHeroSectionHeadTitleTextIsCorrect","verifyHeroSectionHeadTitleTextIsCorrect",""
"passed","Sun Sep 24 10:27:17 AST 2023","Sun Sep 24 10:27:17 AST 2023","20","Practice Suite","Join As Specialist Form Test","JoinAsSpecialistTest","JoinAsSpecialistTest","verifySocialMediaAccountFieldPlaceholderIsCorrect","verifySocialMediaAccountFieldPlaceholderIsCorrect",""
"passed","Sun Sep 24 10:27:01 AST 2023","Sun Sep 24 10:27:01 AST 2023","24","Practice Suite","Home Page Test","HomePageTest.HeroSectionTest","HomePageTest.HeroSectionTest","verifyThatHeroSectionIsDisplayed","verifyThatHeroSectionIsDisplayed",""
"passed","Sun Sep 24 10:26:26 AST 2023","Sun Sep 24 10:26:28 AST 2023","1550","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","verifyClickingFamcareMenuItemOpensHomePage","verifyClickingFamcareMenuItemOpensHomePage",""
"passed","Sun Sep 24 10:28:11 AST 2023","Sun Sep 24 10:28:11 AST 2023","55","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","verifySliderIndexOneBlogPostAuthorNameTextIsCorrect","verifySliderIndexOneBlogPostAuthorNameTextIsCorrect",""
"passed","Sun Sep 24 10:27:01 AST 2023","Sun Sep 24 10:27:01 AST 2023","20","Practice Suite","Home Page Test","HomePageTest.HeroSectionTest","HomePageTest.HeroSectionTest","verifyBookFirstSessionButtonHrefIsCorrect","verifyBookFirstSessionButtonHrefIsCorrect",""
"passed","Sun Sep 24 10:28:47 AST 2023","Sun Sep 24 10:28:47 AST 2023","21","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","verifyLoginFormIsDisplayed","verifyLoginFormIsDisplayed",""
"passed","Sun Sep 24 10:26:55 AST 2023","Sun Sep 24 10:26:55 AST 2023","19","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","organizationsMenuItemTextIsCorrect","organizationsMenuItemTextIsCorrect",""
"passed","Sun Sep 24 10:27:34 AST 2023","Sun Sep 24 10:27:34 AST 2023","29","Practice Suite","Specialists Page Test","SpecialistsPageTest","SpecialistsPageTest","verifyHeroSectionSpecialistsPageIsDisplayed","verifyHeroSectionSpecialistsPageIsDisplayed",""
"passed","Sun Sep 24 10:26:28 AST 2023","Sun Sep 24 10:26:28 AST 2023","22","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","specialistsMenuItemHrefIsCorrect","specialistsMenuItemHrefIsCorrect",""
"passed","Sun Sep 24 10:27:16 AST 2023","Sun Sep 24 10:27:16 AST 2023","23","Practice Suite","Join As Specialist Form Test","JoinAsSpecialistTest","JoinAsSpecialistTest","verifyAcademicSpecialityFieldIsDisplayed","verifyAcademicSpecialityFieldIsDisplayed",""
"passed","Sun Sep 24 10:27:16 AST 2023","Sun Sep 24 10:27:16 AST 2023","17","Practice Suite","Join As Specialist Form Test","JoinAsSpecialistTest","JoinAsSpecialistTest","verifyAcademicDegreeFieldPlaceholderIsCorrect","verifyAcademicDegreeFieldPlaceholderIsCorrect",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","28","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_3_ImageIsDisplayed","verifyCard_3_ImageIsDisplayed",""
"passed","Sun Sep 24 10:28:26 AST 2023","Sun Sep 24 10:28:43 AST 2023","16590","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","NavigateToAcademyPage","NavigateToAcademyPage",""
"passed","Sun Sep 24 10:26:34 AST 2023","Sun Sep 24 10:26:34 AST 2023","32","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","academyMenuItemIsDisplayed","academyMenuItemIsDisplayed",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","21","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_4_ImageSrcIsCorrect","verifyCard_4_ImageSrcIsCorrect",""
"passed","Sun Sep 24 10:27:16 AST 2023","Sun Sep 24 10:27:16 AST 2023","22","Practice Suite","Join As Specialist Form Test","JoinAsSpecialistTest","JoinAsSpecialistTest","verifyMobileNumberFieldPlaceholderIsCorrect","verifyMobileNumberFieldPlaceholderIsCorrect",""
"passed","Sun Sep 24 10:27:16 AST 2023","Sun Sep 24 10:27:16 AST 2023","26","Practice Suite","Join As Specialist Form Test","JoinAsSpecialistTest","JoinAsSpecialistTest","verifyAcademicDegreeFieldIsDisplayed","verifyAcademicDegreeFieldIsDisplayed",""
"passed","Sun Sep 24 10:26:26 AST 2023","Sun Sep 24 10:26:26 AST 2023","63","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","verifyFamcareMenuItemIsDisplayed","verifyFamcareMenuItemIsDisplayed",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","14","Practice Suite","Home Page Test","HomePageTest.StatisticsSectionTest","HomePageTest.StatisticsSectionTest","scrollDownSection","scrollDownSection",""
"passed","Sun Sep 24 10:26:26 AST 2023","Sun Sep 24 10:26:26 AST 2023","29","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","verifyFamcareMenuItemHrefIsCorrect","verifyFamcareMenuItemHrefIsCorrect",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","117","Practice Suite","Home Page Test","HomePageTest.SpecialistsAndGuidesSectionTest","HomePageTest.SpecialistsAndGuidesSectionTest","verifyHeadTitleSpecialistsAndGuidesSectionIsDisplayed","verifyHeadTitleSpecialistsAndGuidesSectionIsDisplayed",""
"passed","Sun Sep 24 10:26:34 AST 2023","Sun Sep 24 10:26:54 AST 2023","20572","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","ClickingAcademyMenuItemOpensAcademyPage","ClickingAcademyMenuItemOpensAcademyPage",""
"passed","Sun Sep 24 10:26:58 AST 2023","Sun Sep 24 10:26:58 AST 2023","24","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","verifyOrganizationsMenuItemIsActiveClassAfterClick","verifyOrganizationsMenuItemIsActiveClassAfterClick",""
"passed","Sun Sep 24 10:28:06 AST 2023","Sun Sep 24 10:28:09 AST 2023","2957","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","ClickingSliderIndexOneTitleOpenArticlePage","ClickingSliderIndexOneTitleOpenArticlePage",""
"passed","Sun Sep 24 10:28:13 AST 2023","Sun Sep 24 10:28:13 AST 2023","30","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","verifySliderIndexOneBlogPostShareTextIsDisplayed","verifySliderIndexOneBlogPostShareTextIsDisplayed",""
"passed","Sun Sep 24 10:27:16 AST 2023","Sun Sep 24 10:27:16 AST 2023","25","Practice Suite","Join As Specialist Form Test","JoinAsSpecialistTest","JoinAsSpecialistTest","verifyTitleJoinAsSpecialistFormTextIsCorrect","verifyTitleJoinAsSpecialistFormTextIsCorrect",""
"passed","Sun Sep 24 10:27:34 AST 2023","Sun Sep 24 10:27:41 AST 2023","7030","Practice Suite","Specialists Page Test","SpecialistsPageTest","SpecialistsPageTest","verifySearchExistingSpecialistNameDisplaysMatchResult","verifySearchExistingSpecialistNameDisplaysMatchResult",""
"passed","Sun Sep 24 10:28:05 AST 2023","Sun Sep 24 10:28:05 AST 2023","23","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","verifySliderIndexOneCategoryIsDisplayed","verifySliderIndexOneCategoryIsDisplayed",""
"passed","Sun Sep 24 10:28:53 AST 2023","Sun Sep 24 10:28:55 AST 2023","1602","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","testFailLoginAcademyForm","testFailLoginAcademyForm",""
"passed","Sun Sep 24 10:27:01 AST 2023","Sun Sep 24 10:27:01 AST 2023","112","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","ClickingJoinAsSpecialistButtonOpensEnterInformationForm","ClickingJoinAsSpecialistButtonOpensEnterInformationForm",""
"failed","Sun Sep 24 10:27:09 AST 2023","Sun Sep 24 10:27:09 AST 2023","31","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_1_ImageAltIsCorrect","verifyCard_1_ImageAltIsCorrect",""
"passed","Sun Sep 24 10:27:09 AST 2023","Sun Sep 24 10:27:09 AST 2023","25","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_1_ImageSrcIsCorrect","verifyCard_1_ImageSrcIsCorrect",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","20","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_4_HeadTextIsCorrect","verifyCard_4_HeadTextIsCorrect",""
"failed","Sun Sep 24 10:27:11 AST 2023","Sun Sep 24 10:27:11 AST 2023","55","Practice Suite","Home Page Test","HomePageTest.StatisticsSectionTest","HomePageTest.StatisticsSectionTest","imageIconBeneficiariesTest","imageIconBeneficiariesTest",""
"passed","Sun Sep 24 10:29:15 AST 2023","Sun Sep 24 10:29:15 AST 2023","17","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","verifyTitleHeroSectionCoursePageTextIsCorrect","verifyTitleHeroSectionCoursePageTextIsCorrect",""
"passed","Sun Sep 24 10:27:34 AST 2023","Sun Sep 24 10:27:34 AST 2023","25","Practice Suite","Specialists Page Test","SpecialistsPageTest","SpecialistsPageTest","verifySearchNameFiledDisplayed","verifySearchNameFiledDisplayed",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","18","Practice Suite","Home Page Test","HomePageTest.SpecialistsAndGuidesSectionTest","HomePageTest.SpecialistsAndGuidesSectionTest","contactNowButtonTextIsCorrect","contactNowButtonTextIsCorrect",""
"passed","Sun Sep 24 10:28:11 AST 2023","Sun Sep 24 10:28:11 AST 2023","23","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","verifySliderIndexOneBlogPostAuthorNameIsDisplayed","verifySliderIndexOneBlogPostAuthorNameIsDisplayed",""
"passed","Sun Sep 24 10:28:47 AST 2023","Sun Sep 24 10:28:47 AST 2023","22","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","verifyRegistrationFormTitleIsDisplayed","verifyRegistrationFormTitleIsDisplayed",""
"passed","Sun Sep 24 10:28:47 AST 2023","Sun Sep 24 10:28:47 AST 2023","18","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","verifyRegistrationFormTitleTextIsCorrect","verifyRegistrationFormTitleTextIsCorrect",""
"passed","Sun Sep 24 10:27:16 AST 2023","Sun Sep 24 10:27:16 AST 2023","24","Practice Suite","Join As Specialist Form Test","JoinAsSpecialistTest","JoinAsSpecialistTest","verifyFullNameFiledIsDisplayed","verifyFullNameFiledIsDisplayed",""
"passed","Sun Sep 24 10:29:15 AST 2023","Sun Sep 24 10:29:15 AST 2023","602","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","clickingHeaderSearchButtonDisplaysSearchFiled","clickingHeaderSearchButtonDisplaysSearchFiled",""
"passed","Sun Sep 24 10:26:55 AST 2023","Sun Sep 24 10:26:55 AST 2023","59","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","organizationsMenuItemIsDisplayed","organizationsMenuItemIsDisplayed",""
"passed","Sun Sep 24 10:28:02 AST 2023","Sun Sep 24 10:28:05 AST 2023","2790","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","NavigateToBlogPage","NavigateToBlogPage",""
"passed","Sun Sep 24 10:27:01 AST 2023","Sun Sep 24 10:27:01 AST 2023","19","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","joinAsSpecialistButtonTextIsCorrect","joinAsSpecialistButtonTextIsCorrect",""
"failed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","22","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_3_ImageAltIsCorrect","verifyCard_3_ImageAltIsCorrect",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","24","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_2_ImageSrcIsCorrect","verifyCard_2_ImageSrcIsCorrect",""
"passed","Sun Sep 24 10:28:09 AST 2023","Sun Sep 24 10:28:09 AST 2023","30","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","verifySliderIndexOnePostAuthorImageIsDisplayed","verifySliderIndexOnePostAuthorImageIsDisplayed",""
"passed","Sun Sep 24 10:26:24 AST 2023","Sun Sep 24 10:26:24 AST 2023","30","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","verifyLogoItemAltIsCorrect","verifyLogoItemAltIsCorrect",""
"unknown","Sun Sep 24 10:28:21 AST 2023","Sun Sep 24 10:28:21 AST 2023","0","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","testRegistrationAcademyForm","testRegistrationAcademyForm",""
"passed","Sun Sep 24 10:29:06 AST 2023","Sun Sep 24 10:29:15 AST 2023","9178","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","clickingCoursesNavbarItemOpenCoursesPage","clickingCoursesNavbarItemOpenCoursesPage",""
"passed","Sun Sep 24 10:27:17 AST 2023","Sun Sep 24 10:27:17 AST 2023","114","Practice Suite","Join As Specialist Form Test","JoinAsSpecialistTest","JoinAsSpecialistTest","verifySendFormButtonTextIsCorrect","verifySendFormButtonTextIsCorrect",""
"passed","Sun Sep 24 10:28:13 AST 2023","Sun Sep 24 10:28:17 AST 2023","4410","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","ClickingSliderIndexOneBlogPostShareFacebookIconOpenShareFacebookPostPage","ClickingSliderIndexOneBlogPostShareFacebookIconOpenShareFacebookPostPage",""
"passed","Sun Sep 24 10:26:55 AST 2023","Sun Sep 24 10:26:55 AST 2023","20","Practice Suite","Home Page Test","HomePageTest.NavigationBarTest","HomePageTest.NavigationBarTest","organizationsMenuItemHrefIsCorrect","organizationsMenuItemHrefIsCorrect",""
"passed","Sun Sep 24 10:27:09 AST 2023","Sun Sep 24 10:27:09 AST 2023","46","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyHeadTitleApprovedOfficialAuthoritiesSectionIsDisplayed","verifyHeadTitleApprovedOfficialAuthoritiesSectionIsDisplayed",""
"passed","Sun Sep 24 10:28:43 AST 2023","Sun Sep 24 10:28:43 AST 2023","39","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","verifyAcademyPageHeroSectionTitleTextIsCorrect","verifyAcademyPageHeroSectionTitleTextIsCorrect",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","30","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_3_HeadIsDisplayed","verifyCard_3_HeadIsDisplayed",""
"passed","Sun Sep 24 10:28:17 AST 2023","Sun Sep 24 10:28:17 AST 2023","54","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","verifySliderIndexOneBlogPostShareTwitterIconIsDisplayed","verifySliderIndexOneBlogPostShareTwitterIconIsDisplayed",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","25","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyCard_2_ImageIsDisplayed","verifyCard_2_ImageIsDisplayed",""
"passed","Sun Sep 24 10:28:13 AST 2023","Sun Sep 24 10:28:13 AST 2023","40","Practice Suite","Blog Page Test","BlogPageTest","BlogPageTest","verifySliderIndexOneBlogPostAuthorSpecializationTextIsCorrect","verifySliderIndexOneBlogPostAuthorSpecializationTextIsCorrect",""
"passed","Sun Sep 24 10:27:09 AST 2023","Sun Sep 24 10:27:09 AST 2023","24","Practice Suite","Home Page Test","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","HomePageTest.ApprovedOfficialAuthoritiesSectionTest","verifyHeadTitleApprovedOfficialAuthoritiesSectionTextIsCorrect","verifyHeadTitleApprovedOfficialAuthoritiesSectionTextIsCorrect",""
"passed","Sun Sep 24 10:29:18 AST 2023","Sun Sep 24 10:29:18 AST 2023","23","Practice Suite","Academy Page Test","AcademyPageTest","AcademyPageTest","verifyHeaderSearchResultTitleIsDisplayed","verifyHeaderSearchResultTitleIsDisplayed",""
"passed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","22","Practice Suite","Home Page Test","HomePageTest.SpecialistsAndGuidesSectionTest","HomePageTest.SpecialistsAndGuidesSectionTest","verifyHeadTitleSpecialistsAndGuidesSectionTextIsCorrect","verifyHeadTitleSpecialistsAndGuidesSectionTextIsCorrect",""
"failed","Sun Sep 24 10:27:10 AST 2023","Sun Sep 24 10:27:10 AST 2023","235","Practice Suite","Home Page Test","HomePageTest.StatisticsSectionTest","HomePageTest.StatisticsSectionTest","imageIconRatingTest","imageIconRatingTest",""
